ID,ProdID,Rating,ReviewCount,Category,Brand,Name,ImageURL,Description,Tags,Product Price
208,1,1.9,1,Health > Aromatherapy > Aromatherapy,Difeel,"Sunflower Premium Mega Hair Oil, Argan, 2.5 Fl Oz",https://i5.walmartimages.com/asr/8d46c3b9-e8e5-4d21-959a-2d8b0d943718_1.059cdce532c1897079b52e13128e671c.jpeg | https://i5.walmartimages.com/asr/61755c02-cdfb-45cc-8a1c-771d3ff5b7ad_1.2d915557742d1f66ee57535411d0f390.jpeg | https://i5.walmartimages.com/asr/dc01f11c-f4df-4210-b581-a3163f7bd4fa_1.1963f42ab6ae809225e91d93711abca2.jpeg | https://i5.walmartimages.com/asr/29e96288-eb38-409d-8137-9ec46312fd43_1.8d0564242aab84fd63c5da38118806cf.jpeg | https://i5.walmartimages.com/asr/5f74f18e-032d-4583-b961-70b140f85e04_1.e5dbc713927db48ecb221813cc6ff654.jpeg,"Premium Mega Hair Oil, ArganSunflower Premium Mega Hair Oil, Argan, 2.5 Fl Oz","health, aromatherapy, aromatherapy, difeel, premium, mega, hair, oil, argansunflower, premium, mega, hair, oil, argan, fl, oz",4.19
9694503,0,3.9,11,Household Essentials > Laundry > Laundry Additives > Rit Dye,Rit,"Rit Laundry Treatment White-Wash, 1.78 Oz",https://i5.walmartimages.com/asr/ff6d1df4-dcd2-4207-84b9-8bed4cac8db5_1.d6d7ab5ed986721c539cecaf90cc3cf3.jpeg | https://i5.walmartimages.com/asr/e9406c9c-37d6-4e7d-a105-1819ef7c2214_1.b1d85342d1256e8978c0aefc811799ca.jpeg,"White-Wash for white fabrics only. Safely removes or lightens stains, and whitens non-bleachable white fabrics: Whitens dingy white fabrics including lingerie and other delicate washables; Works on stains on white fabrics such as grass, grease, lipstick, rust, etc.; Safe for all white fabrics that can be washed in hot water. Rit White-Wash Laundry Treatment: Works on stains on white fabrics such as grass, grease, lipstick, rust and more Safe for all white fabrics that can be safely washed in hot water Rit laundry treatment is designed for non-bleachable white fabrics","household, essentials, laundry, laundry, additives, rit, dye, rit, white, wash, white, fabrics, safely, removes, lightens, stains, whitens, non, bleachable, white, fabrics, whitens, dingy, white, fabrics, including, lingerie, delicate, washables, works, stains, white, fabrics, grass, grease, lipstick, rust, etc, safe, white, fabrics, washed, hot, water, rit, white, wash, laundry, treatment, works, stains, white, fabrics, grass, grease, lipstick, rust, safe, white, fabrics, safely, washed, hot, water, rit, laundry, treatment, designed, non, bleachable, white, fabrics",5.98
9,93361553,4.6,105,Home > Bedding > Basic Bedding > Pillow Cases,Unique Bargains,100% Mulberry Silk Pillowcase Pillow Case Cover Toddler/Standard/Queen/King Size,https://i5.walmartimages.com/asr/e761aaea-15e7-4453-bf9a-66b382a65e3d_1.aef72224a0da3f1adec14e9c533ab07d.jpeg | https://i5.walmartimages.com/asr/7d3eeab9-6435-4850-aa82-a91de05c2fc1_1.3612e0178a68a499a5c6d6726aec7ad1.jpeg | https://i5.walmartimages.com/asr/d3881577-4e1e-4e5a-a042-8c2b80f0d95e_1.65a2819f1c21c6b4c2d864d2918cfe9c.jpeg | https://i5.walmartimages.com/asr/cc54874e-f669-4aac-a457-02a19f896c63_1.2752a40457624f4e47320cdb6520ac4e.jpeg | https://i5.walmartimages.com/asr/3e7d3651-2a48-4d1b-9a8c-3a3369aeeaab_1.23e89d81275955a6e9b5f3a6698577d1.jpeg | https://i5.walmartimages.com/asr/11d1c15d-8374-4e6b-8b61-21025d243a11_1.719478c0a97239bb93ba79533791fb87.jpeg,,"home, bedding, basic, bedding, pillow, cases, unique, bargains, ",15.89
0,54,4.1,63,Personal Care > Shaving > Trimmers & Groomers > Hair Clippers > Andis Clippers,Andis,Andis Clippers Professional T-Outliner Trimmer 1 ea,https://i5.walmartimages.com/asr/c86264f0-5318-491a-b4ab-7bce46c2fa03_1.dc054e72c5811e0c6313d350cbfaf62d.png | https://i5.walmartimages.com/asr/e2712162-de2b-4e2e-9714-2f8f820c58e9_1.d8200bb7c1ae4188926640be27a29876.png | https://i5.walmartimages.com/asr/3dc8d87e-7d1a-47ba-980e-d72a9daf1165_1.de94c75c67d16bfe3358c60986d6ad76.png | https://i5.walmartimages.com/asr/357a1a31-3e9a-4818-a4e0-a65083a707cb_1.21fbed2d23b6bcd79faf522328ad3070.png,"The Andis T-Outliner Trimmer is equipped with a close-cutting T-Blade that is perfect for all-around outlining and fading as well as being ideal for trimming hard to get places, beards, mustaches and edging around ears while maintaining speed, versatility and control. The powerful magnetic high-speed motor is runs cool and quiet. A contoured-shaped housing fits your hand comfortably. Corded T-Blade Trimmer Close Cutting T-Blade High-Quality Carbon-Steel Blades Specially Hardened for Long Cutting Life Powerful Magnetic Motor Runs Cool & Quiet Contoured Housing w/ High-Speed Motor Excellent for Dry Shaving Ideal for Trimming Necks, Beards, Mustaches, & Edging Around Ears Perfect for All-Around Outlining & Fading Heavy Duty 8 Ft. Cord w/ Hanger Loop The Andis T-Outliner Trimmer is equipped with a close-cutting T-Blade that is perfect for all-around outlining and fading as well as being ideal for trimming hard to get places, beards, mustaches and edging around ears while maintaining speed, versatility and control. The powerful magnetic high-speed motor is runs cool and quiet. A contoured-shaped housing fits your hand comfortably. Corded T-Blade Trimmer Close Cutting T-Blade High-Quality Carbon-Steel Blades Specially Hardened for Long Cutting Life Powerful Magnetic Motor Runs Cool & Quiet Contoured Housing w/ High-Speed Motor Excellent for Dry Shaving Ideal for Trimming Necks, Beards, Mustaches, & Edging Around Ears Perfect for All-Around Outlining & Fading Heavy Duty 8 Ft. Cord w/ Hanger Loop","personal, care, shaving, trimmers, groomers, hair, clippers, andis, clippers, andis, andis, t, outliner, trimmer, equipped, close, cutting, t, blade, perfect, outlining, fading, ideal, trimming, hard, places, beards, mustaches, edging, ears, maintaining, speed, versatility, control, powerful, magnetic, high, speed, motor, runs, cool, quiet, contoured, shaped, housing, fits, hand, comfortably, corded, t, blade, trimmer, close, cutting, t, blade, high, quality, carbon, steel, blades, specially, hardened, long, cutting, life, powerful, magnetic, motor, runs, cool, quiet, contoured, housing, high, speed, motor, excellent, dry, shaving, ideal, trimming, necks, beards, mustaches, edging, ears, perfect, outlining, fading, heavy, duty, 8, ft, cord, hanger, loop, andis, t, outliner, trimmer, equipped, close, cutting, t, blade, perfect, outlining, fading, ideal, trimming, hard, places, beards, mustaches, edging, ears, maintaining, speed, versatility, control, powerful, magnetic, high, speed, motor, runs, cool, quiet, contoured, shaped, housing, fits, hand, comfortably, corded, t, blade, trimmer, close, cutting, t, blade, high, quality, carbon, steel, blades, specially, hardened, long, cutting, life, powerful, magnetic, motor, runs, cool, quiet, contoured, housing, high, speed, motor, excellent, dry, shaving, ideal, trimming, necks, beards, mustaches, edging, ears, perfect, outlining, fading, heavy, duty, 8, ft, cord, hanger, loop",63.5
1,2041366,1.9,110,Personal Care > Oral Care > Toothbrushes > Manual Toothbrushes > Oral B Manual Toothbrushes,Oral-B,Oral-B Pulsar Toothbrush Medium Regular 1 Each (Pack of 3),https://i5.walmartimages.com/asr/512a6129-a562-4c85-852c-7855894c844e_1.30022e8eed878a40f5c71c7090a05957.jpeg,"Free Shipping Pack of 3 Pack of 3 for the UPC: 300416666310 The brand more dentists use themselves.ToothbrushP & G-HealthJust turn it on and brush as you would with a manual brush. Dentists recommend changing your brush every 3 monthsUses:Why is Pulsar right for you? Pulsar is a manual brush with deep cleaning power, so it cleans better than an ordinary manual brush.* How does Pulsar work? Pulsar has soft vibrating bristles and helps break up plaque between teeth. Fully disposable. No need to change the battery or brush head. The non-replaceable Duracell battery is designed to last the lifetime of the brush head, approximately 3 months. Actual battery life may vary. *Single-use brushing study.","personal, care, oral, care, toothbrushes, manual, toothbrushes, oral, b, manual, toothbrushes, oral, b, free, shipping, pack, 3, pack, 3, upc, 300416666310, brand, dentists, use, g, healthjust, turn, brush, manual, brush, dentists, recommend, changing, brush, 3, monthsuses, pulsar, right, pulsar, manual, brush, deep, cleaning, power, cleans, better, ordinary, manual, brush, pulsar, work, pulsar, soft, vibrating, bristles, helps, break, plaque, teeth, fully, disposable, need, change, battery, brush, head, non, replaceable, duracell, battery, designed, lifetime, brush, head, approximately, 3, months, actual, battery, life, vary, single, use, brushing, study",23.44
22,485,3.6,80,Personal Care > Sun Care > Sunscreen,Neutrogena,Neutrogena Cool Dry Sport Sunscreen Spray,https://i5.walmartimages.com/asr/89e5b735-0a9f-42a2-b296-ec630f81dda1_1.ba4ac951c81ad9ad80ad34ec446cc500.jpeg,"Neutrogena Cool Dry Sport Sunscreen Spray, SPF70Neutrogena Cool Dry Sport Sunscreen Spray","personal, care, sun, care, sunscreen, neutrogena, neutrogena, cool, dry, sport, sunscreen, spray, spf70neutrogena, cool, dry, sport, sunscreen, spray",32.45
6,1,4.3,592,Beauty > Makeup > Face Makeup > Setting Powder > Pressed Powder,L'Oreal Paris,"LOreal Paris True Match Super-Blendable Oil Free Makeup Powder, Nut Brown, 0.33 oz.",https://i5.walmartimages.com/asr/a8ee119c-ad93-4b58-b66a-f66ce4bd53d9.dd823a27909971e2afce04cc257172c6.jpeg | https://i5.walmartimages.com/asr/7c30a49c-fad5-4419-bc00-18a7c95e84be.28d304ad79de5eea7e9243249ffb6799.jpeg,"True Match Powder precisely matches your skins tone and texture and coordinates perfectly with True Match Makeup, Blush, and Concealer. Micro-fine face powder provides versatile coverage: you can blot shine, blend for a natural finish, or build for more coverage. True Match Face Powders formula contains a hint of pearl pigments that enhance your skins tone. Wear True Match Powder over True Match Makeup or alone for a flawless look. Packaging may vary. What you receive may not be what is reflected on site. In true to you shades, Find Your Match Mattify Skin - not chalky or cakey Natural finish - undetectable coverage Blot oil and control shine","beauty, makeup, face, makeup, setting, powder, pressed, powder, paris, true, match, powder, precisely, matches, skins, tone, texture, coordinates, perfectly, true, match, makeup, blush, concealer, micro, fine, face, powder, provides, versatile, coverage, blot, shine, blend, natural, finish, build, coverage, true, match, face, powders, formula, contains, hint, pearl, pigments, enhance, skins, tone, wear, true, match, powder, true, match, makeup, flawless, look, packaging, vary, receive, reflected, site, true, shades, find, match, mattify, skin, chalky, cakey, natural, finish, undetectable, coverage, blot, oil, control, shine",7.97
5,9,4.8,9,Health > Aromatherapy > Essential Oils > Essential Oils,GreenHealth,Citronella Essential Oil - 1/6 fl oz (5 ml) Glass Bottle w/ Euro Dropper - 100% Pure Essential Oil by GreenHealth,https://i5.walmartimages.com/asr/b3d479f9-64cf-4422-aad6-fc58f2d32956_1.3f4b7bef22c09be9094875077332d074.jpeg | https://i5.walmartimages.com/asr/02414166-7cbc-4537-ad7c-81e049d94578_1.535fff3ad34cc437e5ac0b23753aa8c7.jpeg,"Citronella oil is extracted from a resilient grass (Cymbopogon nardus) native to Sri Lanka and Java. It is a very aromatic perennial that grows approximately 1 meter (3 feet) in height. Disclaimer: Please note, the International Federation of Aromatherapists do not recommend that Essential Oils, Carrier Oils, or Hydrosols be taken internally unless under the supervision of a Medical Doctor who is also qualified in clinical Aromatherapy. Citronella Essential Oil by GreenHealth Botanical Name:  Cymbopogon nardus Aromatic Scent:  Citrusy, slightly fruity, fresh, sweet.","health, aromatherapy, essential, oils, essential, oils, greenhealth, citronella, oil, extracted, resilient, grass, cymbopogon, nardus, native, sri, lanka, java, aromatic, perennial, grows, approximately, 1, meter, 3, feet, height, disclaimer, note, international, federation, aromatherapists, recommend, essential, oils, carrier, oils, hydrosols, taken, internally, supervision, medical, doctor, qualified, clinical, aromatherapy, citronella, essential, oil, greenhealth, botanical, cymbopogon, nardus, aromatic, scent, citrusy, slightly, fruity, fresh, sweet",4.99
5,1,4,583,Personal Care > Incontinence > Incontinence Pads,Poise,"4 Pack - Poise Pads Moderate Absorbency, Long 54 ea",https://i5.walmartimages.com/asr/924d2fa0-a230-488e-9c28-d5b328b0196e_1.fc82108e69b2c3ad833aa95e6156492b.jpeg,"Pack of 4 for the UPC: 036000335903 Nobody wants to worry about bladder leakage. Poise Moderate Absorbency Incontinence Pads provide even more absorbency, giving you the confidence and protection you need. An Absorb-Loc core quickly absorbs wetness and odor. The Leak-Block sides give you discreet and worry-free incontinence protection and the Dry-Touch layer helps provide comfort. This package contains individually wrapped Poise Moderate Absorbency Incontinence Pads in long length. Poise products are FSA-eligible â€“ only applicable in the US. Poise is the number one brand for light bladder leaks. Poise Moderate Absorbency Incontinence Pads â€“ stays 3X drier than period-only pads Absorb-Loc core quickly locks away light bladder leakage wetness and odor Leak-Block sides for outstanding incontinence protection and a Dry-Touch layer for your comfort Fragrance-free with long length: 12.4 in (31.5 cm) Poise incontinence products are always shipped in discreet packaging and are FSA-eligible â€“ only applicable in the US 4 Pack - Poise Pads Moderate Absorbency, Long 54 ea","personal, care, incontinence, incontinence, pads, poise, pack, 4, upc, 036000335903, wants, worry, bladder, leakage, poise, moderate, absorbency, incontinence, pads, provide, absorbency, giving, confidence, protection, need, absorb, loc, core, quickly, absorbs, wetness, odor, leak, block, sides, discreet, worry, free, incontinence, protection, dry, touch, layer, helps, provide, comfort, package, contains, individually, wrapped, poise, moderate, absorbency, incontinence, pads, long, length, poise, products, fsa, eligible, applicable, poise, number, brand, light, bladder, leaks, poise, moderate, absorbency, incontinence, pads, stays, 3x, drier, period, pads, absorb, loc, core, quickly, locks, away, light, bladder, leakage, wetness, odor, leak, block, sides, outstanding, incontinence, protection, dry, touch, layer, comfort, fragrance, free, long, length, cm, poise, incontinence, products, shipped, discreet, packaging, fsa, eligible, applicable, 4, pack, poise, pads, moderate, absorbency, long, 54, ea",73.5
39737,6,3.4,70,Beauty > Nail Care > Nail Polish > Nail Lacquer,ORLY,Nail Lacquer - 20016 Kiss The Bride by Orly for Women - 0.6 oz Nail Polish,https://i5.walmartimages.com/asr/65f5d8f4-e490-4bb2-a154-057d2995de93_1.622ef17418eaaacd4ed9e3a2028a55f2.jpeg | https://i5.walmartimages.com/asr/5a1ac5e6-6f7f-4cb4-9711-57d49f4d19b2_1.e1ec3092333f83bf75b06644c6b4d9d8.jpeg,"This has long wearing formula with smudge-fixing technology. It has cast of colors ranges from classic cremes to hyper brights, and flashy glitters for fabulously flexible manicures. It has smudge fixing technology.Nail Lacquer - 20016 Kiss The Bride by Orly for Women - 0.6 oz Nail Polish","beauty, nail, care, nail, polish, nail, lacquer, orly, long, wearing, formula, smudge, fixing, technology, cast, colors, ranges, classic, cremes, hyper, brights, flashy, glitters, fabulously, flexible, manicures, smudge, fixing, lacquer, 20016, kiss, bride, orly, women, oz, nail, polish",8.5
21,70,1.6,523,Personal Care > Feminine Care > Always > Always Pantiliners,Always,4 Pack - Always Thin Pantiliners Regular Unscented 20 Each,https://i5.walmartimages.com/asr/af2e1418-e8e5-4ee4-85c5-1fae5f0e8850_1.5fe9085e66564657e5de7d2e2ec82164.jpeg,"Pack of 4 for the UPC: 037000426882 Being a woman just got better.PantilinersP & G-HealthUses:Great stay-put protection. Soft cover for a comfortable feeling everyday.TO AVOID DANGER OF SUFFOCATION, KEEP THIS PLASTIC BAG AWAY FROM BABIES AND CHILDREN.","personal, care, feminine, care, pantiliners, , pack, 4, upc, 037000426882, woman, got, g, healthuses, great, stay, protection, soft, cover, comfortable, feeling, avoid, danger, suffocation, plastic, bag, away, babies, children",8.32
5,31655,4.1,1,Beauty > Here for Every Beauty > Hair Care & Hair Tools > Hair & Scalp Treatments,Bronner Bros.,"Bronner Brothers Super Gro Extra Lite Double Strength, 6 oz (Pack of 2)",https://i5.walmartimages.com/asr/ff3ae198-7100-4dc1-a121-e4c36d498863_1.1a4758de6cca7708a21a1e229a83e567.jpeg,"Free Shipping Pack of 2 Pack of 2 for the UPC: 032023004161 Amazing hair scalp treatment discovery. Rich in proteins. Sage and Sulfur; Coconut Oil. A miracle hair aid. BB Double Strength Super Gro is unique in its ability to relieve itchy scalp splitting ends, dullness, and provides the roots with necessary organic oils and nutrients to promote healthy hair. A non-medicinal product. Directions: Apply at least three times a week. Ingredients:  Petrolatum, Mineral Oil, Coconut Oil, Sesame Oil, Hydrolyzed Collagen, Maleated Soybean Oil, Vitamins E, D & A, Wheat Germ, Sage and Sulfur, D&C Green No. 6, D&C Yellow No. 11, and Fragrance.","beauty, beauty, hair, care, hair, tools, hair, scalp, treatments, bronner, bros, free, shipping, pack, 2, pack, 2, upc, 032023004161, amazing, hair, scalp, treatment, discovery, rich, proteins, sage, sulfur, coconut, oil, miracle, hair, aid, bb, double, strength, super, gro, unique, ability, relieve, itchy, scalp, splitting, ends, dullness, provides, roots, necessary, organic, oils, nutrients, promote, healthy, hair, non, medicinal, product, directions, apply, times, week, ingredients, petrolatum, mineral, oil, coconut, oil, sesame, oil, hydrolyzed, collagen, maleated, soybean, oil, vitamins, e, d, wheat, germ, sage, sulfur, green, 6, yellow, 11, fragrance",16.29
24330,607,5,1,Beauty > Skin Care > Skin Care Concern > Skin Care Products for Dry Skin,Mirta de Perales,"Mirta de Perales Collagen Elastin Cream, 4 oz (Pack of 2)",https://i5.walmartimages.com/asr/c7226d22-e24e-4856-a257-f38c50b2a4b0_1.d5403893b2410030e9b64e2c1593929e.jpeg,"Free Shipping Pack of 2 Pack of 2 for the UPC: 031232248441 Mirtaâ€™s Collagen Elastin Cream is for the FACE, NECK, and CHEST. An anti-aging cream that helps regenerate the firmness and elasticity of the skin. Visibly reduces fine lines; your skin will look younger and brighter.   Collagen: Helps the production of new collagen, giving firmness to the skin. Elastin: Helps the skin regain its natural elasticity. Vitamin E: Potent antioxidant. Vitamin A: Improves elasticity and moisture content of the skin.                                                                                                        Directions: Anti-aging cream is applied over clean skin, during the day and night time- giving yourself a gentle upward massage until the cream disappears.","beauty, skin, care, skin, care, concern, skin, care, products, dry, skin, mirta, de, perales, free, shipping, pack, 2, pack, 2, upc, 031232248441, s, collagen, elastin, cream, face, neck, chest, anti, aging, cream, helps, regenerate, firmness, elasticity, skin, visibly, reduces, fine, lines, skin, look, younger, brighter, collagen, helps, production, new, collagen, giving, firmness, skin, elastin, helps, skin, regain, natural, elasticity, vitamin, e, potent, antioxidant, vitamin, improves, elasticity, moisture, content, skin, directions, anti, aging, cream, applied, clean, skin, day, night, giving, gentle, upward, massage, cream, disappears",28.72
33,1,3.4,8,Health > Superfoods & Cleanses > Superfoods > Natural Alternatives,Nature's Answer,"Natures Answer Whole Beets, 6.34 oz (180 g)",https://i5.walmartimages.com/asr/1aef184b-1ac1-4bd6-8c11-11d560bdcb06_1.735bfa3deffb2cda5af42f17121d193c.jpeg | https://i5.walmartimages.com/asr/6fd0f9b9-01ef-4820-ab6a-ae84fd2fb39b_1.b2f68b95242c0d6aeb9c74db606a3bc4.jpeg,"Since 1972 Supports Healthy Circulation Delicious Cherry Flavor with Other Natural Flavors Probiotic Fermentation Increases Nitric Oxide Precursors Up to 200% Discover Organic & Fermented Whole Beets and Trust the Difference... Dietary Supplement Non GMO USDA Organic Vegan Gluten-Free Certified Organic by QAI USDA Organic - Whole Beets is an organic whole food powder not from concentrate. 2X - Our probiotic fermentation process yields up to 200% the nitrate content ever regular beet powder. The naturally occurring nitrates are then converted into nitric oxide [NO] in your body, which supports circulatory health & endurance and helps maintain healthy blood pressure levels. Since 1972 Supports Healthy Circulation Delicious Cherry Flavor with Other Natural Flavors Probiotic Fermentation Increases Nitric Oxide Precursors Up to 200% Discover Organic & Fermented Whole Beets and Trust the Difference...","health, superfoods, cleanses, superfoods, natural, alternatives, nature, answer, 1972, supports, healthy, circulation, delicious, cherry, flavor, natural, flavors, probiotic, fermentation, increases, nitric, oxide, precursors, 200, discover, organic, fermented, beets, trust, difference, dietary, supplement, non, gmo, usda, organic, vegan, gluten, free, certified, organic, qai, usda, organic, beets, organic, food, powder, concentrate, 2x, probiotic, fermentation, process, yields, 200, nitrate, content, regular, beet, powder, naturally, occurring, nitrates, converted, nitric, oxide, body, supports, circulatory, health, endurance, helps, maintain, healthy, blood, pressure, levels, 1972, supports, healthy, circulation, delicious, cherry, flavor, natural, flavors, probiotic, fermentation, increases, nitric, oxide, precursors, 200, discover, organic, fermented, beets, trust, difference",26.92
825,114,4.2,1,Beauty > Skin Care > Skin Care Sets,Olay,"OLAY 4-in-1 Daily Facial Cloths, Normal Skin 33 ea (Pack of 3)",https://i5.walmartimages.com/asr/6567a009-ab0f-4535-9a2a-017a5dc8844b_1.50124c88e61ca2903be42873272c49cb.jpeg,Free Shipping Pack of 3 Pack of 3 for the UPC: 075609041273 Heading ManufacturerP & G-Beauty,"beauty, skin, care, skin, care, sets, olay, free, shipping, pack, 3, pack, 3, upc, 075609041273, heading, manufacturerp, g, beauty",24.33
8,9,1.2,1,Beauty > Beauty by Top Brands > Maybelline New York > Maybelline Lip Gloss & Lip Plumper,Maybelline,"Maybelline New York Baby Lips Moisturizing Lip Gloss, Lilac Lumi 0.18 oz (Pack of 6)",https://i5.walmartimages.com/asr/32b11dd5-bc4e-4393-be7c-a63a61e3c593_1.361c5e240056debcbbdbb4706a8a7c59.jpeg,"Free Shipping Pack of 6 Pack of 6 for the UPC: 041554453775 Maybelline Baby Lips Moisturizing Lip Gloss is a new no-sticky way to shine. Get creamy comfort with vitamin E and caring oils. Moisturize, smooth, and soften for 4 hours so lips never feel dry. Available in 3 finishes: The Shimmers, The Creams, and The Jellies. 0% Sticky: A new no sticky way to shine.  100% Creamy Shine: Creamy comfort and Vitamin E.  4HR Moisture: Caring oils moisturize, smooth, & soften for 4 hours so lips never feel dry. Kiss Off Sticky Gloss! Color & Shine Meets Serious Care 12 Shades in 3 Finishes Non-sticky, creamy shine With vitamin E & caring oils 4-Hour moisture Ingredients:  C18-36 Acid Triglyceride, Bis-Diglyceryl Polyacyladipate-2, Polybutene, Pentaerythrityl Tetraisostearate, Tridecyl Trimellitate, Diisostearyl Malate, Silica Dimethyl Silylate, Pentylene Glycol, Caprylyl Glycol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Alumina, Argania Spinosa Oil (Argania Spinosa Kernel Oil), Tocopheryl Acetate, Rosa Canina Fruit Oil, Calcium Sodium Borosilicate, Sodium Saccharin, Polyethylene Terephthalate, Aluminum Hydroxide, Silica, Acrylates Copolymer, Citral, Limonene, Tin Oxide, Dimethicone, Fragrance, +, - may contain: CI 77891, Mica, CI 15850 (Red 7), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 15850 (Red 7 Lake), CI 45410 (Red 28 Lake), CI 45380 (Red 22 Lake), CI 15985 (Yellow 6 Lake), CI 75470 (Carmine), CI 19140 (Yellow 5 Lake), CI 42090 (Blue 1 Lake)","beauty, beauty, brands, maybelline, new, york, maybelline, lip, gloss, lip, plumper, maybelline, free, shipping, pack, 6, pack, 6, upc, 041554453775, maybelline, baby, lips, moisturizing, lip, gloss, new, sticky, way, shine, creamy, comfort, vitamin, e, caring, oils, moisturize, smooth, soften, 4, hours, lips, feel, dry, available, 3, finishes, shimmers, creams, jellies, 0, sticky, new, sticky, way, shine, 100, creamy, shine, creamy, comfort, vitamin, 4hr, moisture, caring, oils, moisturize, smooth, soften, 4, hours, lips, feel, dry, kiss, sticky, gloss, color, shine, meets, care, 12, shades, 3, finishes, non, sticky, creamy, shine, vitamin, e, caring, oils, 4, hour, moisture, ingredients, c18, 36, acid, triglyceride, bis, diglyceryl, polybutene, pentaerythrityl, tetraisostearate, tridecyl, trimellitate, diisostearyl, malate, silica, dimethyl, silylate, pentylene, glycol, caprylyl, glycol, pentaerythrityl, tetra, di, t, butyl, hydroxyhydrocinnamate, calcium, aluminum, borosilicate, synthetic, fluorphlogopite, alumina, argania, spinosa, oil, argania, spinosa, kernel, oil, tocopheryl, acetate, rosa, canina, fruit, oil, calcium, sodium, borosilicate, sodium, saccharin, polyethylene, terephthalate, aluminum, hydroxide, silica, acrylates, copolymer, citral, limonene, tin, oxide, dimethicone, fragrance, contain, ci, 77891, mica, ci, 15850, red, 7, ci, 77491, ci, 77492, ci, 77499, iron, oxides, ci, 15850, red, 7, lake, ci, 45410, red, 28, lake, ci, 45380, red, 22, lake, ci, 15985, yellow, 6, lake, ci, 75470, carmine, ci, 19140, yellow, 5, lake, ci, 42090, blue, 1, lake",25.71
4,0,4.9,7,Personal Care > Bath & Body > Body Wash & Shower Gel,Jason,"Jason Pure Natural Body Wash, Calming Lavender 30 oz (Pack of 2)",https://i5.walmartimages.com/asr/3cf8f2c7-8a32-449a-a7a4-f655774312b8_1.efd9a88a5b1b6831a90f72773775dedb.jpeg,"Pack of 2 for the UPC: 078522021131 Pure, natural and organic. Active Ingredients: Aqua (Purified Soft Water); Sodium Myreth Sulfate; Aloe Barbadensis Gel*; Decyl Glucoside; Glycerin (Vege); Lavandula Angustifolia (Lavender Extract)*; Anthemus Nobilis (Chamomile)*; Lauramide MEA; Symphytum Officinale (Comfrey)*; Glycol Stearate; Tocopheryl Acetate (Vit. E); Allantoin; Panthenol (Vit. B); Prunus Ameniaca (Apricot Oil); NaPCA; Persea Gratissima (Avocado Oil); Methylparaben; Propylparaben; Citric Acid (pH Balanced); Fragrance Oil; Natural Coloring; *Certified Organic Uses: Rich natural oils, emollients and humectants are combined to make your bathing experience a new pleasure.","personal, care, bath, body, body, wash, shower, gel, jason, pack, 2, upc, 078522021131, pure, natural, organic, active, ingredients, aqua, purified, soft, water, sodium, myreth, sulfate, aloe, barbadensis, gel, decyl, glucoside, glycerin, vege, lavandula, angustifolia, lavender, extract, anthemus, nobilis, chamomile, lauramide, mea, symphytum, officinale, comfrey, glycol, stearate, tocopheryl, acetate, vit, e, allantoin, panthenol, vit, b, prunus, ameniaca, apricot, oil, napca, persea, gratissima, avocado, oil, methylparaben, propylparaben, citric, acid, ph, balanced, fragrance, oil, natural, coloring, certified, organic, uses, rich, natural, oils, emollients, humectants, combined, bathing, experience, new, pleasure",25.22
5,351867,4.2,1,Beauty > Nail Care > Nail Polish > Sally Hansen Nail Polish,Sally Hansen,"Sally Hansen Triple Shine Nail Color 340 Scale Up, 0.33 FL OZ",https://i5.walmartimages.com/asr/adab37ef-3ef7-437d-ad27-b31527890bda_1.d378979b9f9bf584a706126d2f1f40dd.jpeg | https://i5.walmartimages.com/asr/5bc1b171-50e9-4151-bfec-7784ad13c0e9_1.26e84bbfeb7c575cfafefcc328a5ba54.jpeg | https://i5.walmartimages.com/asr/36585337-ed62-41aa-939b-76cad388debe_1.110be2a8bb04acaef9541070aab90675.jpeg | https://i5.walmartimages.com/asr/5c37094c-04ea-4c5f-8e9f-066d8f7c43b6_1.983b623f5f0c69acabf9528a4feeccfc.png | https://i5.walmartimages.com/asr/1637dbac-08f0-44a4-8d24-3061f7cc0c2e_1.95a17210503b72e6a014fe41fa9eb9c0.png | https://i5.walmartimages.com/asr/4c1cd26f-cca6-4a02-88e3-cc28e404acb1_1.3ca2f5846456ee3b9a752f3f47b7c6de.png | https://i5.walmartimages.com/asr/c64eeb42-f62f-4a2e-a351-cf57b9c4cdbd_1.e249755ae60a68ef671e90ade344b8f9.png,"Sally Hansen Triple Shine Nail Color 340 Scale Up. Sally Hansen 340 Scale Up Triple Shine? Nail Color. Sally Hansen. Triple Shine? Nail Color. Sally Hansen Triple Shine Nail Color: Daily defense from water and wear Natural crushed pearl delivers high-impact, glossy color Non-stop shine Gloss is protected with the Ultimate Shield Complex","beauty, nail, care, nail, polish, sally, hansen, nail, polish, sally, hansen, sally, hansen, triple, shine, nail, color, 340, scale, sally, hansen, 340, scale, triple, shine, nail, color, sally, hansen, triple, shine, nail, color, sally, hansen, triple, shine, nail, color, daily, defense, water, wear, natural, crushed, pearl, delivers, high, impact, glossy, color, non, stop, shine, gloss, protected, ultimate, shield, complex",5.99
